config_path,results_dir,status
configs/budget1000_autopilot/20260218_budget1000_bl14_r01_z/holdout_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta__fa59cb199b6c__p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z0p85.yaml,artifacts/wfa/runs_clean/20260218_budget1000_bl14_r01_z/holdout_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta__fa59cb199b6c__p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z0p85,completed
configs/budget1000_autopilot/20260218_budget1000_bl14_r01_z/stress_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta0__6f651a22f55b__p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z0p85.yaml,artifacts/wfa/runs_clean/20260218_budget1000_bl14_r01_z/stress_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta0__6f651a22f55b__p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z0p85,completed
configs/budget1000_autopilot/20260218_budget1000_bl14_r01_z/holdout_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta__f48c2d2bd406__0p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z0p9.yaml,artifacts/wfa/runs_clean/20260218_budget1000_bl14_r01_z/holdout_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta__f48c2d2bd406__0p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z0p9,completed
configs/budget1000_autopilot/20260218_budget1000_bl14_r01_z/stress_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta0__eafb5f9ca263__0p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z0p9.yaml,artifacts/wfa/runs_clean/20260218_budget1000_bl14_r01_z/stress_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta0__eafb5f9ca263__0p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z0p9,completed
configs/budget1000_autopilot/20260218_budget1000_bl14_r01_z/holdout_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta__f3b30f040cdf__p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z0p95.yaml,artifacts/wfa/runs_clean/20260218_budget1000_bl14_r01_z/holdout_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta__f3b30f040cdf__p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z0p95,completed
configs/budget1000_autopilot/20260218_budget1000_bl14_r01_z/stress_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta0__14f57297ee33__p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z0p95.yaml,artifacts/wfa/runs_clean/20260218_budget1000_bl14_r01_z/stress_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta0__14f57297ee33__p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z0p95,completed
configs/budget1000_autopilot/20260218_budget1000_bl14_r01_z/holdout_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta__584baaed61f4__0p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z1p0.yaml,artifacts/wfa/runs_clean/20260218_budget1000_bl14_r01_z/holdout_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta__584baaed61f4__0p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z1p0,completed
configs/budget1000_autopilot/20260218_budget1000_bl14_r01_z/stress_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta0__e148c87a2d79__0p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z1p0.yaml,artifacts/wfa/runs_clean/20260218_budget1000_bl14_r01_z/stress_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta0__e148c87a2d79__0p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z1p0,completed
configs/budget1000_autopilot/20260218_budget1000_bl14_r01_z/holdout_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta__84c42803450f__p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z1p05.yaml,artifacts/wfa/runs_clean/20260218_budget1000_bl14_r01_z/holdout_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta__84c42803450f__p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z1p05,completed
configs/budget1000_autopilot/20260218_budget1000_bl14_r01_z/stress_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta0__716621c1c940__p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z1p05.yaml,artifacts/wfa/runs_clean/20260218_budget1000_bl14_r01_z/stress_prod_final_budget1000_risk0p006_slusd1p91_risk0p006_vm1p0075_corr0p34_pv0p39_corr0p28_min_beta0__716621c1c940__p26_vm1p0035_vm1p0065_max_pairs21p0_corr0p335_risk0p007_risk0p0065_vm1p0095_oos20220601_20230430_z1p05,completed
