config_path,results_dir,status
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v00_slusd1p85_vm1p0040_risk0p0051_corr0p38_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v00_slusd1p85_vm1p0040_risk0p0051_corr0p38_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v01_slusd1p85_vm1p0040_risk0p0051_corr0p40_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v01_slusd1p85_vm1p0040_risk0p0051_corr0p40_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v02_slusd1p85_vm1p0042_risk0p0051_corr0p38_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v02_slusd1p85_vm1p0042_risk0p0051_corr0p38_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v03_slusd1p85_vm1p0042_risk0p0051_corr0p40_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v03_slusd1p85_vm1p0042_risk0p0051_corr0p40_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v04_slusd1p90_vm1p0040_risk0p0051_corr0p38_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v04_slusd1p90_vm1p0040_risk0p0051_corr0p38_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v05_slusd1p90_vm1p0040_risk0p0051_corr0p40_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v05_slusd1p90_vm1p0040_risk0p0051_corr0p40_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v06_slusd1p90_vm1p0042_risk0p0051_corr0p38_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v06_slusd1p90_vm1p0042_risk0p0051_corr0p38_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v07_slusd1p90_vm1p0042_risk0p0051_corr0p40_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v07_slusd1p90_vm1p0042_risk0p0051_corr0p40_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v08_slusd1p85_vm1p0040_risk0p0052_corr0p38_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v08_slusd1p85_vm1p0040_risk0p0052_corr0p38_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v09_slusd1p85_vm1p0040_risk0p0052_corr0p40_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v09_slusd1p85_vm1p0040_risk0p0052_corr0p40_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v10_slusd1p85_vm1p0042_risk0p0052_corr0p38_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v10_slusd1p85_vm1p0042_risk0p0052_corr0p38_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v11_slusd1p85_vm1p0042_risk0p0052_corr0p40_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v11_slusd1p85_vm1p0042_risk0p0052_corr0p40_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v12_slusd1p90_vm1p0040_risk0p0052_corr0p38_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v12_slusd1p90_vm1p0040_risk0p0052_corr0p38_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v13_slusd1p90_vm1p0040_risk0p0052_corr0p40_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v13_slusd1p90_vm1p0040_risk0p0052_corr0p40_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v14_slusd1p90_vm1p0042_risk0p0052_corr0p38_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v14_slusd1p90_vm1p0042_risk0p0052_corr0p38_pv0p26_mp24_mb0p0010_hx0p88,stalled
configs/_autopilot_batches/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout_bl11r21_v15_slusd1p90_vm1p0042_risk0p0052_corr0p40_pv0p26_mp24_mb0p0010_hx0p88.yaml,artifacts/wfa/runs/20260220_budget1000_bl11_r21_anchor175_regimeguard24_v2/holdout/holdout_bl11r21_v15_slusd1p90_vm1p0042_risk0p0052_corr0p40_pv0p26_mp24_mb0p0010_hx0p88,stalled
